Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,1766.0,188.0,56.0,2010.0
Fiat,Marea,20.124,5.0,79.88,1836.88,petrol,1449.0,418.0,102.0,1969.0
Nissan,Serena,22.954,5.0,67.33,1908.17,petrol,1358.0,505.0,100.0,1963.0
Mercedes,Vaneo,28.969,5.0,72.62,1707.12,petrol,1196.0,579.0,172.0,1947.0
Porsche,Panamera,173.507,8.0,329.0,3307.25,petrol,1639.0,230.0,70.0,1939.0
Daihatsu,Copen,23.812,5.0,64.0,1298.0,petrol,543.0,1226.0,153.0,1922.0
Honda,Logo,13.382,2.0,48.0,1343.0,petrol,754.0,1039.0,112.0,1905.0
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,1527.0,288.0,80.0,1895.0
Mini,Paceman,37.722,6.0,104.22,1684.3,petrol,786.0,1006.0,96.0,1888.0
Mercedes,Viano,57.229,5.0,120.43,2309.34,diesel,1398.0,324.0,131.0,1853.0
Volvo,960,40.764,4.0,133.33,2634.22,petrol,1409.0,305.0,103.0,1817.0
Lexus,RX,88.464,0.0,230.0,3456.0,petrol,1264.0,376.0,166.0,1806.0
Mazda,Tribute,38.025,4.0,129.5,2614.0,petrol,1162.0,536.0,100.0,1798.0
BMW,M135i,57.97,7.0,225.0,1998.0,petrol,1492.0,217.0,73.0,1782.0
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,1193.0,436.0,124.0,1753.0
Renault,Trafic,37.046,6.0,91.44,1773.82,diesel,1386.0,282.0,72.0,1740.0
Dodge,Journey,37.773,6.0,114.0,2184.0,diesel,1109.0,533.0,74.0,1716.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,1532.0,121.0,52.0,1705.0
Volkswagen,Phaeton,146.275,6.0,234.85,4089.92,petrol,1476.0,121.0,85.0,1682.0
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,770.0,813.0,96.0,1679.0
Chevrolet,Orlando,33.436,6.0,108.36,1906.18,diesel,1096.0,461.0,119.0,1676.0
Mercedes,Vito,37.312,6.0,102.73,2118.94,diesel,1433.0,148.0,94.0,1675.0
Ford,Granada,18.845,4.0,87.08,2326.36,petrol,1461.0,156.0,48.0,1665.0
Peugeot,Bipper,17.325,5.0,55.0,1360.0,petrol,938.0,639.0,76.0,1653.0
Nissan,370Z,85.053,6.0,242.0,3696.0,petrol,1270.0,195.0,46.0,1511.0
Audi,RS6,175.835,7.0,433.5,4493.5,petrol,1264.0,95.0,53.0,1412.0
Mini,John,44.852,6.0,170.0,1998.0,petrol,843.0,482.0,61.0,1386.0
Toyota,Hilux,46.601,6.0,110.0,2393.0,diesel,1105.0,184.0,56.0,1345.0
Honda,Legend,69.397,5.0,173.0,3358.67,petrol,1121.0,138.0,75.0,1334.0
Lexus,RX,88.464,0.0,230.0,3456.0,petrol,816.0,430.0,68.0,1314.0
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,679.0,520.0,67.0,1266.0
Maserati,GranCabrio,245.168,6.0,338.0,4691.0,petrol,1141.0,77.0,46.0,1264.0
Ford,Scorpio,30.863,4.0,105.55,2458.91,petrol,1056.0,152.0,53.0,1261.0
Ssangyong,Rodius,57.59,5.0,121.0,1998.0,diesel,793.0,403.0,65.0,1261.0
Ford,Mustang,74.609,3.0,239.2,3640.2,petrol,1118.0,95.0,29.0,1242.0
Mazda,121,13.191,5.0,51.33,1431.33,petrol,528.0,597.0,64.0,1189.0
Audi,Coupe,35.869,6.0,117.02,1980.63,petrol,987.0,143.0,45.0,1175.0
Nissan,Leaf,34.14,0.0,110.0,320.0,automatic,848.0,248.0,61.0,1157.0
Honda,Integra,17.53,5.0,78.4,1549.8,petrol,1008.0,112.0,22.0,1142.0
Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,975.0,83.0,50.0,1108.0
Fiat,Croma,34.33,6.0,105.0,1962.06,diesel,786.0,271.0,49.0,1106.0
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,675.0,350.0,79.0,1104.0
Nissan,GT-R,177.5,6.0,419.0,3799.0,petrol,990.0,51.0,41.0,1082.0
Citroen,DS5,42.557,6.0,123.27,1832.33,diesel,882.0,160.0,39.0,1081.0
Ssangyong,Korando,37.904,6.0,116.08,1998.0,diesel,786.0,259.0,35.0,1080.0
Peugeot,309,14.35,5.0,59.5,1642.88,petrol,770.0,240.0,46.0,1056.0
Audi,100,37.326,5.0,101.12,2349.08,petrol,830.0,168.0,39.0,1037.0
Subaru,XV,39.721,0.0,91.75,1698.75,petrol,605.0,363.0,66.0,1034.0
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,928.0,62.0,37.0,1027.0
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,781.0,200.0,33.0,1014.0
Ford,Focus,30.619,6.0,94.03,1497.17,petrol,796190.0,421303.0,55632.0,1273125.0
Ford,Fiesta,18.532,6.0,68.57,1166.14,petrol,533595.0,613290.0,51752.0,1198637.0
Volkswagen,Golf,31.242,6.0,89.46,1537.41,petrol,471514.0,306459.0,46958.0,824931.0
Renault,Clio,22.1,6.0,75.58,1219.65,petrol,245569.0,333284.0,29419.0,608272.0
BMW,320i,47.848,6.0,126.11,1995.78,petrol,402404.0,119094.0,29479.0,550977.0
Volkswagen,Polo,18.192,5.0,60.96,1408.06,petrol,209196.0,294044.0,31568.0,534808.0
Peugeot,206,20.034,5.0,71.33,1631.5,petrol,186795.0,280679.0,27961.0,495435.0
Ford,Mondeo,39.974,2.0,130.25,1998.5,petrol,388535.0,77687.0,18006.0,484228.0
Nissan,Micra,20.378,5.0,67.96,1279.7,petrol,151025.0,265423.0,27535.0,443983.0
Renault,Megane,26.45,5.0,87.31,1623.79,petrol,225326.0,172735.0,22917.0,420978.0
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,105612.0,285378.0,21570.0,412560.0
Honda,Civic,29.943,4.0,106.22,1480.58,petrol,244214.0,136414.0,21581.0,402209.0
Toyota,Yaris,20.721,4.0,74.4,1397.8,petrol,127757.0,204802.0,26065.0,358624.0
Mercedes,CLA,46.527,7.0,131.6,1596.92,petrol,200376.0,67663.0,16921.0,284960.0
Volkswagen,Passat,46.065,6.0,125.44,1835.85,petrol,212442.0,49082.0,14718.0,276242.0
Audi,A4,57.927,6.0,149.71,2283.11,petrol,198805.0,59717.0,13635.0,272157.0
Peugeot,307,27.465,5.0,86.45,1723.0,petrol,138974.0,115895.0,14903.0,269772.0
Citroen,Xsara,22.362,5.0,72.58,1743.44,petrol,158473.0,94976.0,12325.0,265774.0
Peugeot,207,21.702,5.0,79.77,1536.0,petrol,94625.0,134494.0,12382.0,241501.0
Honda,Jazz,26.352,0.0,80.0,1498.0,petrol,98150.0,126002.0,14091.0,238243.0
Audi,A3,36.219,6.0,94.33,1424.67,petrol,131091.0,88601.0,13166.0,232858.0
Toyota,Corolla,27.239,3.0,91.61,1677.95,petrol,111626.0,72304.0,12747.0,196677.0
Skoda,Fabia,19.008,5.0,66.97,1292.35,petrol,101816.0,81667.0,9837.0,193320.0
Land-Rover,Freelander,43.864,5.0,105.17,2083.52,diesel,114197.0,58632.0,9472.0,182301.0
Citroen,C3,22.904,5.0,75.65,1364.0,petrol,71533.0,91658.0,9045.0,172236.0
BMW,118i,37.426,6.0,104.2,1796.6,petrol,85622.0,73966.0,10002.0,169590.0
Toyota,Avensis,37.315,4.0,103.68,1873.26,petrol,128052.0,30960.0,9958.0,168970.0
BMW,535i,93.714,8.0,225.0,2979.0,petrol,136621.0,21127.0,9135.0,166883.0
Land-Rover,Discovery,107.452,8.0,182.57,2425.43,diesel,114999.0,30553.0,6512.0,152064.0
Renault,Scenic,32.063,6.0,89.35,1472.83,diesel,82971.0,60801.0,7948.0,151720.0
Mercedes,E,78.073,8.0,192.4,2598.82,petrol,118619.0,22490.0,9106.0,150215.0
Nissan,Almera,22.782,5.0,81.67,1847.67,petrol,88331.0,51064.0,8839.0,148234.0
Seat,Ibiza,19.938,6.0,76.32,1205.19,petrol,69228.0,69142.0,5781.0,144151.0
Skoda,Octavia,30.651,6.0,95.0,1136.69,petrol,106494.0,24815.0,5816.0,137125.0
Mercedes,A,31.105,5.0,93.01,1699.12,petrol,51512.0,67384.0,9522.0,128418.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,94411.0,26437.0,5623.0,126471.0
Saab,9-3X,49.286,6.0,145.0,1963.67,petrol,88266.0,29702.0,6924.0,124892.0
Toyota,RAV4,43.549,1.0,137.77,2261.19,petrol,57846.0,55047.0,8184.0,121077.0
Citroen,C4,29.26,6.0,90.62,1462.36,petrol,71223.0,37730.0,4872.0,113825.0
Peugeot,306,18.643,5.0,67.0,1698.64,petrol,66910.0,36173.0,5215.0,108298.0
Fiat,500L,26.292,6.0,74.73,1186.33,diesel,25022.0,75332.0,6301.0,106655.0
Renault,Laguna,34.021,6.0,99.0,1920.03,diesel,80809.0,20063.0,4727.0,105599.0
Honda,Accord,39.4,6.0,117.71,2151.65,petrol,80938.0,17449.0,5917.0,104304.0
Peugeot,106,12.356,5.0,53.88,1366.29,petrol,51565.0,47268.0,4687.0,103520.0
Nissan,Qashqai+2,34.936,5.0,97.72,1820.66,diesel,55455.0,39048.0,7595.0,102098.0
Audi,A6,82.061,8.0,199.73,2790.45,diesel,79932.0,14437.0,5409.0,99778.0
Jaguar,XE,65.569,8.0,167.25,1998.0,petrol,80960.0,14705.0,4056.0,99721.0
Peugeot,107,11.143,5.0,50.0,998.0,petrol,28808.0,63323.0,4917.0,97048.0
Citroen,Saxo,12.33,5.0,53.82,1367.27,petrol,47502.0,44016.0,4307.0,95825.0
Ford,Fusion,19.379,5.0,61.27,1470.91,petrol,50901.0,40070.0,4202.0,95173.0
Ford,Galaxy,53.786,6.0,124.86,1855.0,diesel,62488.0,26340.0,5249.0,94077.0
Mazda,MX-5,37.469,6.0,103.43,1718.57,petrol,46762.0,41218.0,6032.0,94012.0
Kia,Picanto,16.592,5.0,52.85,998.0,petrol,33457.0,56780.0,3308.0,93545.0
Toyota,Aygo,15.209,5.0,53.0,998.0,petrol,29302.0,56621.0,6785.0,92708.0
Seat,Leon,32.94,6.0,114.82,1615.37,petrol,60942.0,27912.0,3413.0,92267.0
Mazda,6,42.669,6.0,118.19,2095.19,petrol,70401.0,17006.0,4330.0,91737.0
Nissan,Note,19.319,5.0,66.43,1348.29,diesel,48036.0,36158.0,4404.0,88598.0
Hyundai,I10,16.011,5.0,51.78,998.0,petrol,32927.0,49889.0,3044.0,85860.0
Suzuki,Swift,19.085,4.0,68.91,1180.55,petrol,33203.0,46305.0,5809.0,85317.0
Mazda,3,30.995,6.0,101.89,1905.63,petrol,49655.0,31335.0,4231.0,85221.0
Audi,TT,64.592,7.0,178.56,2011.56,petrol,43118.0,35063.0,5392.0,83573.0
Volvo,V70,50.961,6.0,135.29,1971.16,diesel,61464.0,14725.0,4569.0,80758.0
Citroen,C1,13.486,5.0,52.38,1028.92,petrol,27305.0,48698.0,3656.0,79659.0
Peugeot,308,32.331,6.0,103.11,1482.5,petrol,44024.0,31205.0,3375.0,78604.0
Mazda,2,21.6,6.0,64.62,1496.0,petrol,27246.0,45474.0,4140.0,76860.0
Peugeot,406,28.608,5.0,92.82,2043.82,petrol,60125.0,13170.0,3559.0,76854.0
Fiat,Panda,10.424,5.0,52.44,1095.78,petrol,31900.0,38840.0,4095.0,74835.0
Toyota,Auris,26.973,5.0,85.69,1515.28,petrol,40144.0,25461.0,3939.0,69544.0
Nissan,Primera,26.513,4.0,93.59,1933.02,petrol,50957.0,14240.0,3959.0,69156.0
Volkswagen,Beetle,33.25,6.0,112.75,1475.0,petrol,15748.0,47347.0,4588.0,67683.0
Rover,75,39.352,5.0,98.05,1928.71,petrol,53513.0,9427.0,2747.0,65687.0
Ford,Escort,16.209,4.0,63.56,1650.21,petrol,46180.0,16891.0,2544.0,65615.0
Volkswagen,Touran,32.986,6.0,94.04,1528.81,diesel,38145.0,22704.0,4206.0,65055.0
Suzuki,Vitara,26.803,5.0,85.71,1310.0,petrol,36370.0,24754.0,3815.0,64939.0
Volvo,S40,35.281,5.0,113.35,2106.5,petrol,44621.0,14547.0,3503.0,62671.0
BMW,X5,113.269,8.0,246.33,2994.67,diesel,44046.0,14121.0,3200.0,61367.0
Mercedes,CLK,72.796,6.0,166.32,3041.0,petrol,39339.0,17318.0,3733.0,60390.0
Hyundai,Getz,13.636,5.0,69.0,1424.86,petrol,24971.0,32414.0,2806.0,60191.0
Kia,Rio,22.959,6.0,80.0,998.0,petrol,32920.0,24567.0,1934.0,59421.0
Nissan,X-Trail,47.362,4.0,113.38,1774.81,diesel,41320.0,14649.0,2467.0,58436.0
Citroen,Berlingo,27.439,6.0,85.28,1452.0,diesel,36270.0,15661.0,2708.0,54639.0
Peugeot,407,38.728,6.0,114.65,2178.19,diesel,42242.0,9193.0,2279.0,53714.0
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,21391.0,29176.0,2477.0,53044.0
Ford,C-MAX,32.182,5.0,99.0,1448.6,petrol,31972.0,18504.0,1872.0,52348.0
Mercedes,SLK,61.863,7.0,184.17,2748.33,petrol,23022.0,24753.0,3626.0,51401.0
Mercedes,ML,77.417,7.0,188.33,2876.0,diesel,33840.0,13613.0,2998.0,50451.0
Mitsubishi,Colt,17.039,5.0,73.49,1374.05,petrol,21401.0,25561.0,2798.0,49760.0
Kia,Ceed,26.975,6.0,88.09,1460.8,petrol,30071.0,15945.0,1514.0,47530.0
Jaguar,S-Type,66.588,6.0,172.32,2934.63,petrol,39156.0,5405.0,1993.0,46554.0
Suzuki,Alto,9.563,5.0,50.0,996.0,petrol,17302.0,24771.0,3497.0,45570.0
Citroen,C5,34.909,6.0,104.23,1805.92,diesel,36186.0,7158.0,1977.0,45321.0
Ford,S-MAX,47.523,6.0,128.89,1886.56,diesel,27360.0,15291.0,1976.0,44627.0
Rover,2000,17.182,5.0,74.0,1994.0,petrol,26230.0,15997.0,2050.0,44277.0
Hyundai,I20,21.847,6.0,70.73,1052.27,petrol,21175.0,20167.0,1454.0,42796.0
Rover,45,23.322,4.0,84.2,1853.9,petrol,30561.0,10334.0,1853.0,42748.0
Volvo,V40,35.815,6.0,117.43,1921.47,petrol,28459.0,10882.0,2472.0,41813.0
Hyundai,I30,28.609,6.0,100.59,1387.62,petrol,25673.0,14492.0,1528.0,41693.0
Volvo,V50,36.524,5.0,113.35,2106.5,petrol,28040.0,11021.0,2338.0,41399.0
Toyota,Prius,33.798,0.0,96.0,1797.4,petrol,26102.0,10216.0,4055.0,40373.0
Kia,Sportage,43.97,7.0,115.3,1634.2,diesel,25342.0,13577.0,1305.0,40224.0
Volkswagen,Bora,25.4,5.0,78.85,1891.59,petrol,28811.0,8835.0,1970.0,39616.0
Jaguar,XF,78.746,8.0,176.25,1997.0,diesel,34071.0,3635.0,1497.0,39203.0
Volvo,XC90,85.829,8.0,213.15,1969.0,petrol,24389.0,11766.0,2622.0,38777.0
Subaru,Impreza,30.598,2.0,97.6,1757.6,petrol,30041.0,6655.0,1528.0,38224.0
Saab,09-May,52.957,6.0,146.12,2031.47,petrol,29522.0,6099.0,2027.0,37648.0
Nissan,Juke,28.231,6.0,86.0,999.0,petrol,15328.0,18390.0,3564.0,37282.0
Toyota,Celica,31.526,5.0,109.67,1861.83,petrol,25664.0,9441.0,1946.0,37051.0
Ford,Kuga,38.752,0.0,165.0,2488.0,petrol,22223.0,13517.0,1093.0,36833.0
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,32310.0,2832.0,1571.0,36713.0
MG,ZR,21.023,5.0,92.33,1729.33,petrol,22209.0,12155.0,1527.0,35891.0
Audi,A5,59.432,7.0,150.45,1981.82,petrol,26700.0,6813.0,1613.0,35126.0
BMW,X3,76.592,8.0,184.0,2396.4,petrol,20343.0,12461.0,2229.0,35033.0
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,24087.0,8107.0,2706.0,34900.0
Porsche,911,158.792,7.0,293.53,3005.4,petrol,29319.0,3361.0,1587.0,34267.0
Mazda,323,17.344,5.0,70.92,1683.61,petrol,19790.0,12060.0,1962.0,33812.0
Ford,Puma,30.378,6.0,94.06,935.62,petrol,12866.0,18170.0,2123.0,33159.0
Chrysler,Voyager,39.708,5.0,117.58,2719.84,diesel,20696.0,10212.0,1793.0,32701.0
Volvo,S60,52.085,8.0,223.83,1969.0,petrol,25713.0,4990.0,1762.0,32465.0
Smart,Fortwo,19.968,3.0,55.38,592.56,automatic,15348.0,14893.0,1777.0,32018.0
Hyundai,Santa,44.142,7.0,144.64,2242.64,diesel,21659.0,8872.0,1386.0,31917.0
Mercedes,B,41.39,7.0,105.71,1545.43,diesel,16257.0,13447.0,1783.0,31487.0
Fiat,Stilo,22.777,5.0,92.36,1837.36,petrol,18353.0,10714.0,1608.0,30675.0
Audi,A1,27.083,6.0,86.64,1377.57,petrol,11917.0,17246.0,1305.0,30468.0
Renault,Modus,17.823,5.0,70.33,1298.67,petrol,13694.0,14963.0,1645.0,30302.0
Hyundai,Accent,14.293,5.0,75.4,1479.0,petrol,16828.0,11121.0,1596.0,29545.0
Volkswagen,Tiguan,44.309,7.0,108.0,1663.93,petrol,17019.0,10821.0,1364.0,29204.0
Suzuki,Wagon,9.863,5.0,50.0,1090.4,petrol,13486.0,13516.0,1977.0,28979.0
Suzuki,Jimny,25.943,5.0,67.0,1372.67,petrol,13704.0,13083.0,1951.0,28738.0
Chevrolet,Matiz,9.492,5.0,40.82,850.27,petrol,9662.0,17397.0,1640.0,28699.0
BMW,Z4,64.11,7.0,202.12,2778.0,petrol,18193.0,8185.0,1737.0,28115.0
Kia,Sorento,36.013,6.0,151.67,2048.67,petrol,19736.0,7240.0,814.0,27790.0
Porsche,Boxster,83.501,6.0,213.5,3071.0,petrol,19388.0,6335.0,1576.0,27299.0
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,16898.0,6793.0,1429.0,25120.0
Volkswagen,Lupo,13.883,5.0,47.75,1373.75,petrol,8658.0,13785.0,1393.0,23836.0
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,9204.0,13186.0,1305.0,23695.0
Seat,Altea,27.13,6.0,96.05,1774.78,diesel,13523.0,8995.0,902.0,23420.0
Volvo,C30,32.49,5.0,113.28,2093.02,petrol,12762.0,9274.0,1324.0,23360.0
Mercedes,Sprinter,43.068,6.0,104.2,2222.71,diesel,19018.0,2294.0,1656.0,22968.0
Seat,Alhambra,49.823,6.0,115.83,1746.94,petrol,15165.0,5758.0,1335.0,22258.0
Renault,Kangoo,18.768,5.0,67.02,1391.02,diesel,13174.0,7517.0,1323.0,22014.0
Suzuki,Ignis,19.451,4.0,61.0,1197.0,petrol,9972.0,10440.0,1573.0,21985.0
Fiat,Bravo,22.455,6.0,92.31,1466.31,petrol,12542.0,7627.0,919.0,21088.0
Mazda,5,22.125,6.0,75.09,1622.68,petrol,11717.0,8312.0,1026.0,21055.0
Alfa-Romeo,147,25.343,5.0,95.1,1802.77,petrol,12874.0,6663.0,1176.0,20713.0
Kia,Carens,31.195,6.0,105.88,1755.75,petrol,13628.0,6182.0,834.0,20644.0
Volkswagen,Jetta,31.306,6.0,96.93,1587.22,petrol,15266.0,4275.0,933.0,20474.0
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,12914.0,6438.0,1024.0,20376.0
Volkswagen,Scirocco,33.706,6.0,120.15,1750.62,petrol,13806.0,5597.0,883.0,20286.0
Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,13293.0,5594.0,1356.0,20243.0
Citroen,DS3,23.36,5.0,81.29,1410.36,petrol,9308.0,10218.0,675.0,20201.0
MG,TF,32.09,4.0,98.2,1754.4,petrol,10578.0,7669.0,1030.0,19277.0
Mercedes,CLA,46.527,7.0,131.6,1596.92,petrol,15878.0,2408.0,982.0,19268.0
Volvo,S80,50.94,6.0,138.28,1986.77,diesel,15426.0,2431.0,1042.0,18899.0
Peugeot,Partner,20.365,6.0,82.25,1534.39,diesel,12611.0,5299.0,894.0,18804.0
Suzuki,SX4,20.67,5.0,88.0,1586.0,petrol,9604.0,7855.0,1066.0,18525.0
Volkswagen,Touareg,94.098,8.0,190.0,2967.0,diesel,12911.0,4618.0,827.0,18356.0
Chrysler,PT,29.885,5.0,109.11,2238.63,petrol,10101.0,7028.0,1104.0,18233.0
BMW,740i,115.533,8.0,250.0,2998.0,petrol,15505.0,1603.0,1085.0,18193.0
Alfa-Romeo,156,32.898,5.0,116.29,2081.38,petrol,13832.0,3145.0,855.0,17832.0
Peugeot,3008,40.983,7.0,114.27,1352.58,petrol,11275.0,5762.0,645.0,17682.0
Volkswagen,Fox,12.498,5.0,48.67,1336.67,petrol,6133.0,10551.0,966.0,17650.0
Mitsubishi,Lancer,23.017,5.0,90.88,1709.54,petrol,13101.0,3821.0,597.0,17519.0
Skoda,Felicia,11.371,5.0,48.0,1518.0,petrol,10481.0,5983.0,892.0,17356.0
Hyundai,Matrix,18.513,5.0,76.0,1599.0,petrol,9969.0,6556.0,767.0,17292.0
BMW,M3,135.106,6.0,309.0,3999.0,petrol,14972.0,1474.0,680.0,17126.0
Toyota,Previa,43.08,5.0,105.0,2239.67,petrol,11396.0,4368.0,1229.0,16993.0
Audi,A2,23.052,5.0,55.0,1406.0,petrol,7561.0,7991.0,1251.0,16803.0
Fiat,Doblo,25.17,6.0,79.31,1523.74,diesel,11576.0,4299.0,881.0,16756.0
Toyota,Starlet,11.389,4.0,53.0,1308.29,petrol,6981.0,8701.0,955.0,16637.0
BMW,Z3,39.737,5.0,115.0,2234.4,petrol,9912.0,5643.0,1023.0,16578.0
Volkswagen,Eos,42.286,6.0,113.8,1740.0,petrol,6484.0,8647.0,1272.0,16403.0
Skoda,Superb,39.725,7.0,110.0,1592.0,petrol,13837.0,1936.0,614.0,16387.0
Renault,Twingo,14.94,5.0,59.6,958.6,petrol,5786.0,9862.0,592.0,16240.0
Audi,Q7,106.549,8.0,210.0,2976.33,diesel,11314.0,3906.0,880.0,16100.0
Volvo,C70,52.196,5.0,126.5,2323.94,petrol,10304.0,4787.0,913.0,16004.0
Mercedes,SLS,264.675,7.0,420.0,6208.0,petrol,11682.0,3095.0,875.0,15652.0
Mitsubishi,Carisma,22.69,5.0,82.2,1773.7,petrol,10991.0,3765.0,755.0,15511.0
Subaru,Legacy,37.522,4.0,107.38,2084.38,petrol,11166.0,3313.0,920.0,15399.0
Audi,Q5,64.508,7.0,144.23,2048.54,diesel,9404.0,5094.0,751.0,15249.0
Toyota,IQ,17.318,4.0,58.44,1152.89,petrol,5880.0,7690.0,1144.0,14714.0
Toyota,Carina,17.446,5.0,68.27,1791.23,petrol,10578.0,3308.0,821.0,14707.0
Nissan,Terrano,37.017,5.0,97.58,2697.37,diesel,10495.0,3512.0,668.0,14675.0
Rover,Mini,7.92,4.0,33.33,868.33,petrol,8465.0,5480.0,613.0,14558.0
Hyundai,Tucson,41.592,6.0,111.31,1624.77,petrol,9185.0,4810.0,539.0,14534.0
MG,ZT,42.747,5.0,128.5,2548.83,petrol,11854.0,1723.0,471.0,14048.0
Chevrolet,Kalos,14.224,5.0,64.45,1353.36,petrol,6213.0,6957.0,771.0,13941.0
BMW,X1,51.441,7.0,123.93,1863.13,diesel,7669.0,5280.0,919.0,13868.0
Mitsubishi,Space,23.165,4.0,82.16,1817.32,petrol,7999.0,5097.0,749.0,13845.0
Hyundai,Ix35,38.9,6.0,113.84,1926.0,diesel,8559.0,4776.0,357.0,13692.0
MG,ZS,30.99,0.0,105.0,335.0,automatic,10530.0,2647.0,472.0,13649.0
Daihatsu,Sirion,14.333,5.0,59.88,1183.25,petrol,5446.0,7403.0,749.0,13598.0
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,2120.0,10321.0,896.0,13337.0
Honda,FR-V,33.129,5.0,103.0,1914.71,petrol,7187.0,5240.0,764.0,13191.0
Skoda,Roomster,20.922,5.0,68.88,1272.44,petrol,7741.0,4768.0,660.0,13169.0
Seat,Arosa,13.705,5.0,47.45,1384.0,petrol,5074.0,7294.0,652.0,13020.0
Chevrolet,Lacetti,18.763,5.0,80.43,1612.93,petrol,8265.0,4018.0,656.0,12939.0
