Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Hyundai,Elantra,19.055,5.0,89.2,1827.8,petrol,3343.0,1147.0,183.0,4673.0
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,3075.0,1223.0,289.0,4587.0
Hyundai,Sonata,31.742,5.0,119.67,2116.0,petrol,3371.0,824.0,189.0,4384.0
Volvo,S70,36.908,4.0,126.15,2344.0,petrol,3509.0,663.0,192.0,4364.0
Kia,Magentis,28.803,5.0,111.2,2126.8,petrol,3374.0,757.0,153.0,4284.0
Toyota,Camry,30.006,3.0,115.47,2245.6,petrol,3359.0,658.0,235.0,4252.0
Kia,Soul,33.495,0.0,81.0,285.0,automatic,2496.0,1670.0,81.0,4247.0
Citroen,DS3,23.36,5.0,81.29,1410.36,petrol,2135.0,1955.0,133.0,4223.0
Ford,Scorpio,30.863,4.0,105.55,2458.91,petrol,3434.0,503.0,150.0,4087.0
Nissan,Juke,28.231,6.0,86.0,999.0,petrol,2016.0,1911.0,116.0,4043.0
Aston-Martin,Vantage,360.755,6.0,410.0,5341.0,petrol,3552.0,305.0,144.0,4001.0
Audi,Cabriolet,43.974,4.0,98.0,2309.0,petrol,2615.0,1105.0,222.0,3942.0
Hyundai,Terracan,44.628,4.0,127.67,3100.33,diesel,3002.0,825.0,82.0,3909.0
Honda,Stream,27.935,5.0,103.5,1833.0,petrol,2345.0,1200.0,279.0,3824.0
Honda,Insight,24.612,0.0,72.0,1339.0,petrol,2425.0,1009.0,228.0,3662.0
Chrysler,Crossfire,56.159,6.0,174.33,3199.0,petrol,2219.0,1251.0,172.0,3642.0
Aston-Martin,DB9,273.755,6.0,381.0,5935.0,petrol,3240.0,258.0,114.0,3612.0
Skoda,Yeti,30.351,6.0,83.5,1452.3,petrol,2480.0,1005.0,126.0,3611.0
Fiat,Idea,20.313,5.0,63.29,1344.82,diesel,1868.0,1529.0,199.0,3596.0
Ford,Granada,18.845,4.0,87.08,2326.36,petrol,3093.0,384.0,95.0,3572.0
Porsche,944,59.49,5.0,137.5,2734.5,petrol,3079.0,366.0,124.0,3569.0
Mitsubishi,Grandis,30.839,5.0,121.0,2378.0,petrol,2167.0,1081.0,196.0,3444.0
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,2658.0,607.0,124.0,3389.0
Volvo,960,40.764,4.0,133.33,2634.22,petrol,2611.0,565.0,183.0,3359.0
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,1823.0,1332.0,184.0,3339.0
BMW,M550i,134.789,8.0,390.0,4395.0,petrol,3001.0,187.0,136.0,3324.0
Nissan,Patrol,38.482,5.0,90.94,2953.59,diesel,2648.0,523.0,150.0,3321.0
Ford,Capri,11.713,4.0,69.0,1864.8,petrol,2874.0,364.0,75.0,3313.0
Ssangyong,Rexton,54.268,6.0,114.0,1998.0,diesel,2265.0,784.0,143.0,3192.0
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,2682.0,370.0,122.0,3174.0
Renault,19,16.291,5.0,57.87,1645.13,petrol,2105.0,919.0,147.0,3171.0
Chevrolet,Spark,11.395,5.0,52.5,1047.75,petrol,1378.0,1551.0,212.0,3141.0
Hyundai,Ix35,38.9,6.0,113.84,1926.0,diesel,2043.0,1020.0,66.0,3129.0
BMW,X6,125.496,8.0,282.25,3344.75,petrol,2489.0,504.0,132.0,3125.0
Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,2678.0,342.0,87.0,3107.0
Audi,RS4,121.77,7.0,316.33,3740.0,petrol,2668.0,276.0,121.0,3065.0
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,2012.0,741.0,210.0,2963.0
Kia,Pride,9.358,4.0,47.0,1324.0,petrol,1465.0,1299.0,148.0,2912.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,2540.0,227.0,78.0,2845.0
Daewoo,Leganza,23.245,4.0,98.0,1998.0,petrol,2103.0,563.0,145.0,2811.0
Fiat,Sedici,21.912,5.0,88.0,1586.0,petrol,1409.0,1263.0,128.0,2800.0
Peugeot,309,14.35,5.0,59.5,1642.88,petrol,1967.0,688.0,112.0,2767.0
Mazda,121,13.191,5.0,51.33,1431.33,petrol,1180.0,1376.0,154.0,2710.0
Mercedes,Viano,57.229,5.0,120.43,2309.34,diesel,2014.0,513.0,156.0,2683.0
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,2047.0,510.0,95.0,2652.0
Mercedes,Viano,57.229,5.0,120.43,2309.34,diesel,1946.0,498.0,185.0,2629.0
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,1194.0,1228.0,169.0,2591.0
Toyota,Urban,20.213,6.0,74.0,1329.0,petrol,1272.0,1112.0,154.0,2538.0
Honda,Concerto,16.672,4.0,74.0,1541.5,petrol,1563.0,835.0,122.0,2520.0
Mercedes,R,88.778,7.0,190.0,3377.44,petrol,1731.0,627.0,154.0,2512.0
Nissan,Murano,87.487,0.0,188.0,3498.0,petrol,1625.0,747.0,107.0,2479.0
Volkswagen,Transporter,35.376,6.0,103.08,1968.0,diesel,1822.0,461.0,116.0,2399.0
Nissan,Bluebird,14.438,5.0,64.2,1891.7,petrol,1842.0,487.0,61.0,2390.0
Alfa-Romeo,Brera,53.101,6.0,163.71,2679.29,petrol,1866.0,371.0,117.0,2354.0
Kia,Venga,23.587,5.0,81.17,1509.75,petrol,1396.0,897.0,38.0,2331.0
Toyota,Hilux,46.601,6.0,110.0,2393.0,diesel,1898.0,335.0,88.0,2321.0
Audi,Coupe,35.869,6.0,117.02,1980.63,petrol,1948.0,284.0,86.0,2318.0
Aston-Martin,DB7,158.823,4.0,250.0,3228.0,petrol,1914.0,180.0,122.0,2216.0
Mercedes,Vaneo,28.969,5.0,72.62,1707.12,petrol,1329.0,707.0,165.0,2201.0
Mazda,Tribute,38.025,4.0,129.5,2614.0,petrol,1369.0,725.0,105.0,2199.0
Audi,100,37.326,5.0,101.12,2349.08,petrol,1768.0,342.0,86.0,2196.0
Daewoo,Nexia,12.477,5.0,58.67,1498.0,petrol,1313.0,780.0,95.0,2188.0
Dodge,Nitro,47.881,5.0,141.44,3106.67,diesel,1527.0,532.0,78.0,2137.0
Honda,Logo,13.382,2.0,48.0,1343.0,petrol,736.0,1252.0,140.0,2128.0
Chrysler,Sebring,37.472,6.0,114.5,2167.5,petrol,1519.0,482.0,78.0,2079.0
Mazda,Xedos,28.96,4.0,100.8,1936.6,petrol,1593.0,379.0,103.0,2075.0
Daihatsu,Copen,23.812,5.0,64.0,1298.0,petrol,551.0,1328.0,168.0,2047.0
Honda,Legend,69.397,5.0,173.0,3358.67,petrol,1674.0,224.0,111.0,2009.0
Peugeot,4007,42.934,4.0,122.14,2308.29,petrol,1317.0,599.0,69.0,1985.0
Volkswagen,Vento,18.167,5.0,70.31,1932.15,petrol,1450.0,434.0,88.0,1972.0
Mercedes,GLK,59.054,7.0,144.38,2417.88,diesel,1384.0,424.0,109.0,1917.0
Ford,Orion,15.404,5.0,60.11,1593.11,petrol,1500.0,365.0,35.0,1900.0
Kia,Mentor,14.762,5.0,75.0,1594.0,petrol,1179.0,621.0,85.0,1885.0
Volvo,460,20.497,4.0,72.43,1824.43,petrol,1268.0,510.0,98.0,1876.0
Abarth,500C,21.106,5.0,60.62,1039.5,petrol,1101.0,649.0,93.0,1843.0
Citroen,Nemo,13.441,5.0,54.5,1304.0,petrol,1154.0,564.0,73.0,1791.0
Audi,S5,105.465,8.0,257.5,2981.0,petrol,1467.0,233.0,89.0,1789.0
Lexus,GS,78.477,1.0,224.78,3196.56,petrol,1468.0,176.0,112.0,1756.0
Citroen,C-Crosser,35.725,4.0,121.0,2287.6,petrol,1198.0,482.0,56.0,1736.0
Peugeot,5008,42.507,7.0,99.52,1294.14,petrol,1056.0,568.0,101.0,1725.0
Honda,Integra,17.53,5.0,78.4,1549.8,petrol,1432.0,187.0,53.0,1672.0
Nissan,Maxima,34.104,5.0,121.86,2555.29,petrol,1330.0,223.0,88.0,1641.0
Dodge,Journey,37.773,6.0,114.0,2184.0,diesel,1051.0,483.0,56.0,1590.0
Fiat,Uno,11.283,4.0,49.29,1337.71,petrol,930.0,554.0,72.0,1556.0
Audi,R8,226.383,6.0,368.67,4857.0,petrol,1382.0,96.0,77.0,1555.0
Skoda,Favorit,7.863,5.0,44.0,1289.0,petrol,1080.0,407.0,57.0,1544.0
Alfa-Romeo,166,43.891,6.0,130.56,2457.56,petrol,1288.0,154.0,67.0,1509.0
Lexus,RX,88.464,0.0,230.0,3456.0,petrol,938.0,450.0,89.0,1477.0
Mitsubishi,Pajero,45.784,5.0,106.3,2768.51,diesel,1105.0,299.0,67.0,1471.0
Peugeot,Expert,21.66,6.0,90.86,1809.71,diesel,1190.0,217.0,62.0,1469.0
Peugeot,RCZ,38.939,6.0,135.56,1642.33,petrol,805.0,564.0,78.0,1447.0
Chevrolet,Cruze,28.17,6.0,103.0,1706.33,petrol,1067.0,290.0,69.0,1426.0
Volkswagen,Phaeton,146.275,6.0,234.85,4089.92,petrol,1217.0,97.0,76.0,1390.0
Audi,RS6,175.835,7.0,433.5,4493.5,petrol,1208.0,101.0,57.0,1366.0
Alfa-Romeo,146,18.198,5.0,87.71,1696.43,petrol,954.0,307.0,72.0,1333.0
Mazda,MPV,35.296,5.0,102.0,2129.0,petrol,847.0,395.0,82.0,1324.0
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,694.0,549.0,76.0,1319.0
Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,1155.0,98.0,51.0,1304.0
Mitsubishi,ASX,33.403,0.0,110.0,1998.0,petrol,842.0,391.0,59.0,1292.0
Mazda,MX-6,30.927,5.0,110.33,2328.33,petrol,928.0,278.0,72.0,1278.0
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,752.0,414.0,87.0,1253.0
Fiat,Qubo,16.695,5.0,54.0,1360.0,petrol,750.0,435.0,49.0,1234.0
Ford,Mustang,74.609,3.0,239.2,3640.2,petrol,1108.0,94.0,28.0,1230.0
Fiat,Croma,34.33,6.0,105.0,1962.06,diesel,871.0,294.0,34.0,1199.0
Alfa-Romeo,145,17.427,5.0,87.71,1696.43,petrol,855.0,280.0,57.0,1192.0
Nissan,GT-R,177.5,6.0,419.0,3799.0,petrol,1081.0,43.0,62.0,1186.0
BMW,850i,111.993,5.0,220.0,4988.0,petrol,1031.0,87.0,47.0,1165.0
Ferrari,F430,260.287,6.0,360.0,4308.0,petrol,1001.0,50.0,42.0,1093.0
Renault,Trafic,37.046,6.0,91.44,1773.82,diesel,866.0,154.0,47.0,1067.0
Renault,Safrane,31.791,5.0,104.14,2211.07,petrol,847.0,171.0,44.0,1062.0
Ssangyong,Rodius,57.59,5.0,121.0,1998.0,diesel,701.0,298.0,46.0,1045.0
Daihatsu,Move,12.924,4.0,43.0,989.0,petrol,484.0,475.0,72.0,1031.0
Honda,CR-Z,27.123,6.0,101.0,1497.0,petrol,611.0,355.0,64.0,1030.0
Seat,Exeo,33.862,5.0,116.25,1925.25,petrol,872.0,124.0,28.0,1024.0
Porsche,928,110.098,5.0,235.0,4957.0,petrol,923.0,54.0,43.0,1020.0
Ssangyong,Musso,38.794,4.0,98.57,2755.57,diesel,819.0,166.0,34.0,1019.0
Mercedes,Vito,37.312,6.0,102.73,2118.94,diesel,877.0,90.0,44.0,1011.0
Ford,Fiesta,18.532,6.0,68.57,1166.14,petrol,516220.0,579692.0,46103.0,1142015.0
Ford,Focus,30.619,6.0,94.03,1497.17,petrol,695527.0,369115.0,46478.0,1111120.0
Volkswagen,Golf,31.242,6.0,89.46,1537.41,petrol,442741.0,287278.0,43908.0,773927.0
Renault,Clio,22.1,6.0,75.58,1219.65,petrol,259984.0,372428.0,31507.0,663919.0
Ford,Mondeo,39.974,2.0,130.25,1998.5,petrol,483044.0,102395.0,20913.0,606352.0
BMW,320i,47.848,6.0,126.11,1995.78,petrol,407075.0,130854.0,29168.0,567097.0
Peugeot,206,20.034,5.0,71.33,1631.5,petrol,197990.0,333388.0,29678.0,561056.0
Volkswagen,Polo,18.192,5.0,60.96,1408.06,petrol,193661.0,278717.0,30621.0,502999.0
Nissan,Micra,20.378,5.0,67.96,1279.7,petrol,172260.0,297084.0,29002.0,498346.0
Renault,Megane,26.45,5.0,87.31,1623.79,petrol,266172.0,204186.0,26377.0,496735.0
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,108625.0,305300.0,21685.0,435610.0
Honda,Civic,29.943,4.0,106.22,1480.58,petrol,246678.0,140718.0,21908.0,409304.0
Toyota,Yaris,20.721,4.0,74.4,1397.8,petrol,104932.0,177217.0,22449.0,304598.0
Citroen,Xsara,22.362,5.0,72.58,1743.44,petrol,182746.0,104949.0,12340.0,300035.0
Peugeot,307,27.465,5.0,86.45,1723.0,petrol,145324.0,118282.0,13902.0,277508.0
Mercedes,CLA,46.527,7.0,131.6,1596.92,petrol,184659.0,63720.0,15678.0,264057.0
Volkswagen,Passat,46.065,6.0,125.44,1835.85,petrol,202998.0,46749.0,13639.0,263386.0
Audi,A4,57.927,6.0,149.71,2283.11,petrol,185948.0,54990.0,12486.0,253424.0
Toyota,Corolla,27.239,3.0,91.61,1677.95,petrol,130129.0,83982.0,14246.0,228357.0
Ford,Escort,16.209,4.0,63.56,1650.21,petrol,149523.0,60812.0,8563.0,218898.0
Peugeot,306,18.643,5.0,67.0,1698.64,petrol,127525.0,73358.0,9813.0,210696.0
Mini,Cooper,31.388,7.0,111.0,1711.57,petrol,67995.0,123251.0,11941.0,203187.0
Nissan,Almera,22.782,5.0,81.67,1847.67,petrol,114474.0,65636.0,10353.0,190463.0
Peugeot,106,12.356,5.0,53.88,1366.29,petrol,84182.0,89102.0,8029.0,181313.0
Honda,Jazz,26.352,0.0,80.0,1498.0,petrol,74781.0,93233.0,9702.0,177716.0
Toyota,Avensis,37.315,4.0,103.68,1873.26,petrol,131369.0,31332.0,9944.0,172645.0
Land-Rover,Freelander,43.864,5.0,105.17,2083.52,diesel,106412.0,56616.0,8387.0,171415.0
Renault,Laguna,34.021,6.0,99.0,1920.03,diesel,128508.0,33628.0,7216.0,169352.0
Audi,A3,36.219,6.0,94.33,1424.67,petrol,96824.0,62889.0,9631.0,169344.0
BMW,535i,93.714,8.0,225.0,2979.0,petrol,135036.0,20821.0,8335.0,164192.0
Land-Rover,Discovery,107.452,8.0,182.57,2425.43,diesel,121815.0,32043.0,6273.0,160131.0
Citroen,Saxo,12.33,5.0,53.82,1367.27,petrol,74796.0,78017.0,6562.0,159375.0
Skoda,Fabia,19.008,5.0,66.97,1292.35,petrol,84457.0,66592.0,7408.0,158457.0
Peugeot,406,28.608,5.0,92.82,2043.82,petrol,113448.0,24860.0,6621.0,144929.0
Peugeot,207,21.702,5.0,79.77,1536.0,petrol,55479.0,80639.0,6702.0,142820.0
Mercedes,E,78.073,8.0,192.4,2598.82,petrol,109050.0,19167.0,8496.0,136713.0
Rover,2000,17.182,5.0,74.0,1994.0,petrol,76885.0,48044.0,5879.0,130808.0
Citroen,C3,22.904,5.0,75.65,1364.0,petrol,50767.0,70830.0,6221.0,127818.0
Honda,Accord,39.4,6.0,117.71,2151.65,petrol,98187.0,21163.0,7130.0,126480.0
Renault,Scenic,32.063,6.0,89.35,1472.83,diesel,68954.0,47681.0,6007.0,122642.0
Nissan,Primera,26.513,4.0,93.59,1933.02,petrol,88741.0,24313.0,6134.0,119188.0
Mercedes,A,31.105,5.0,93.01,1699.12,petrol,47024.0,62769.0,8487.0,118280.0
Toyota,RAV4,43.549,1.0,137.77,2261.19,petrol,54443.0,55929.0,7821.0,118193.0
Saab,9-3X,49.286,6.0,145.0,1963.67,petrol,83036.0,28671.0,6402.0,118109.0
Seat,Ibiza,19.938,6.0,76.32,1205.19,petrol,55978.0,55682.0,4694.0,116354.0
Skoda,Octavia,30.651,6.0,95.0,1136.69,petrol,84707.0,19714.0,4500.0,108921.0
Ford,Galaxy,53.786,6.0,124.86,1855.0,diesel,67720.0,29356.0,4915.0,101991.0
BMW,118i,37.426,6.0,104.2,1796.6,petrol,48109.0,42607.0,5501.0,96217.0
Jaguar,XE,65.569,8.0,167.25,1998.0,petrol,77309.0,14859.0,3582.0,95750.0
Mazda,MX-5,37.469,6.0,103.43,1718.57,petrol,42230.0,44378.0,5788.0,92396.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,70504.0,15715.0,3370.0,89589.0
Rover,75,39.352,5.0,98.05,1928.71,petrol,69864.0,12219.0,3336.0,85419.0
Audi,A6,82.061,8.0,199.73,2790.45,diesel,67584.0,12137.0,4516.0,84237.0
Mini,One,24.095,6.0,68.75,1498.25,petrol,21243.0,58183.0,4671.0,84097.0
Volvo,V70,50.961,6.0,135.29,1971.16,diesel,61703.0,14957.0,4751.0,81411.0
Ford,Fusion,19.379,5.0,61.27,1470.91,petrol,41930.0,31678.0,2893.0,76501.0
Suzuki,Vitara,26.803,5.0,85.71,1310.0,petrol,42190.0,29352.0,4491.0,76033.0
Seat,Leon,32.94,6.0,114.82,1615.37,petrol,51394.0,21919.0,2674.0,75987.0
Mazda,6,42.669,6.0,118.19,2095.19,petrol,56579.0,13776.0,2958.0,73313.0
Suzuki,Swift,19.085,4.0,68.91,1180.55,petrol,29243.0,36514.0,5466.0,71223.0
Volvo,S40,35.281,5.0,113.35,2106.5,petrol,50334.0,16077.0,3927.0,70338.0
Citroen,C4,29.26,6.0,90.62,1462.36,petrol,44407.0,21504.0,2437.0,68348.0
Audi,TT,64.592,7.0,178.56,2011.56,petrol,36344.0,26815.0,4304.0,67463.0
Volkswagen,Beetle,33.25,6.0,112.75,1475.0,petrol,15898.0,45202.0,4279.0,65379.0
Mercedes,CLK,72.796,6.0,166.32,3041.0,petrol,41339.0,18779.0,3573.0,63691.0
Hyundai,Getz,13.636,5.0,69.0,1424.86,petrol,27156.0,31727.0,2292.0,61175.0
Mazda,3,30.995,6.0,101.89,1905.63,petrol,35391.0,22710.0,2626.0,60727.0
Rover,45,23.322,4.0,84.2,1853.9,petrol,43257.0,14483.0,2276.0,60016.0
Peugeot,107,11.143,5.0,50.0,998.0,petrol,17499.0,37013.0,2651.0,57163.0
Kia,Picanto,16.592,5.0,52.85,998.0,petrol,21000.0,33462.0,1967.0,56429.0
Mazda,323,17.344,5.0,70.92,1683.61,petrol,32790.0,20394.0,3084.0,56268.0
Volvo,V40,35.815,6.0,117.43,1921.47,petrol,37407.0,14943.0,3111.0,55461.0
Fiat,Panda,10.424,5.0,52.44,1095.78,petrol,23368.0,27704.0,2755.0,53827.0
Nissan,X-Trail,47.362,4.0,113.38,1774.81,diesel,38385.0,13207.0,2161.0,53753.0
Toyota,Aygo,15.209,5.0,53.0,998.0,petrol,17121.0,32009.0,4187.0,53317.0
Jaguar,S-Type,66.588,6.0,172.32,2934.63,petrol,43812.0,6173.0,2176.0,52161.0
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,20952.0,28713.0,1975.0,51640.0
Hyundai,Accent,14.293,5.0,75.4,1479.0,petrol,28815.0,19982.0,2494.0,51291.0
BMW,X5,113.269,8.0,246.33,2994.67,diesel,36755.0,11684.0,2278.0,50717.0
Peugeot,407,38.728,6.0,114.65,2178.19,diesel,39850.0,8254.0,1797.0,49901.0
Citroen,C5,34.909,6.0,104.23,1805.92,diesel,38468.0,7568.0,1833.0,47869.0
Subaru,Impreza,30.598,2.0,97.6,1757.6,petrol,37766.0,8327.0,1727.0,47820.0
Toyota,Celica,31.526,5.0,109.67,1861.83,petrol,32402.0,12941.0,2375.0,47718.0
Citroen,Berlingo,27.439,6.0,85.28,1452.0,diesel,31507.0,13991.0,2116.0,47614.0
Volkswagen,Touran,32.986,6.0,94.04,1528.81,diesel,27414.0,16457.0,2903.0,46774.0
Volkswagen,Bora,25.4,5.0,78.85,1891.59,petrol,33388.0,10669.0,2195.0,46252.0
Mercedes,ML,77.417,7.0,188.33,2876.0,diesel,30516.0,12648.0,2554.0,45718.0
Mitsubishi,Colt,17.039,5.0,73.49,1374.05,petrol,20138.0,22842.0,2345.0,45325.0
Ford,Puma,30.378,6.0,94.06,935.62,petrol,15487.0,27046.0,2740.0,45273.0
MG,ZR,21.023,5.0,92.33,1729.33,petrol,26973.0,16352.0,1643.0,44968.0
Citroen,C1,13.486,5.0,52.38,1028.92,petrol,16604.0,26330.0,1706.0,44640.0
Saab,09-May,52.957,6.0,146.12,2031.47,petrol,35025.0,7000.0,2373.0,44398.0
Mercedes,SLK,61.863,7.0,184.17,2748.33,petrol,18919.0,22246.0,3118.0,44283.0
Mazda,2,21.6,6.0,64.62,1496.0,petrol,17299.0,24382.0,1991.0,43672.0
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,38059.0,3554.0,1707.0,43320.0
Nissan,Note,19.319,5.0,66.43,1348.29,diesel,24098.0,16544.0,2412.0,43054.0
Toyota,Auris,26.973,3.0,85.69,1515.28,petrol,23530.0,13509.0,2116.0,39155.0
Kia,Rio,22.959,6.0,80.0,998.0,petrol,22143.0,14947.0,1235.0,38325.0
Fiat,Stilo,22.777,5.0,92.36,1837.36,petrol,23112.0,13435.0,1715.0,38262.0
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,25844.0,9356.0,2833.0,38033.0
Toyota,Carina,17.446,5.0,68.27,1791.23,petrol,27515.0,8062.0,2183.0,37760.0
Nissan,Qashqai+2,34.936,5.0,97.72,1820.66,diesel,20847.0,13308.0,3193.0,37348.0
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,25058.0,9826.0,1965.0,36849.0
Skoda,Felicia,11.371,5.0,48.0,1518.0,petrol,21589.0,12727.0,1720.0,36036.0
Chrysler,Voyager,39.708,5.0,117.58,2719.84,diesel,22301.0,10844.0,1742.0,34887.0
Suzuki,Alto,9.563,5.0,50.0,996.0,petrol,13743.0,18028.0,2910.0,34681.0
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,11787.0,20428.0,1778.0,33993.0
Fiat,500L,26.292,6.0,74.73,1186.33,diesel,10510.0,21048.0,2054.0,33612.0
Volvo,S60,52.085,8.0,223.83,1969.0,petrol,26217.0,4733.0,1605.0,32555.0
Suzuki,Wagon,9.863,5.0,50.0,1090.4,petrol,15619.0,14683.0,2172.0,32474.0
Porsche,911,158.792,7.0,293.53,3005.4,petrol,27676.0,3179.0,1427.0,32282.0
Alfa-Romeo,156,32.898,5.0,116.29,2081.38,petrol,23830.0,5733.0,1427.0,30990.0
Peugeot,308,32.331,6.0,103.11,1482.5,petrol,17747.0,11498.0,1139.0,30384.0
Fiat,Brava,17.223,5.0,70.0,1615.33,petrol,16639.0,11062.0,1685.0,29386.0
Citroen,Xantia,24.844,5.0,84.93,1982.76,petrol,22641.0,5333.0,1306.0,29280.0
Hyundai,I10,16.011,5.0,51.78,998.0,petrol,12758.0,15123.0,603.0,28484.0
Suzuki,Jimny,25.943,5.0,67.0,1372.67,petrol,12558.0,13791.0,2050.0,28399.0
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,17779.0,9229.0,1364.0,28372.0
Peugeot,205,13.115,5.0,50.88,1430.75,petrol,16364.0,9970.0,1236.0,27570.0
Fiat,Bravo,22.455,6.0,92.31,1466.31,petrol,15888.0,10273.0,1243.0,27404.0
Porsche,Boxster,83.501,6.0,213.5,3071.0,petrol,19279.0,6342.0,1520.0,27141.0
Citroen,ZX,16.057,5.0,67.0,1703.15,petrol,17216.0,8124.0,1372.0,26712.0
Mitsubishi,Carisma,22.69,5.0,82.2,1773.7,petrol,18774.0,6356.0,1259.0,26389.0
Volvo,XC90,85.829,8.0,213.15,1969.0,petrol,16685.0,7869.0,1773.0,26327.0
Volkswagen,Lupo,13.883,5.0,47.75,1373.75,petrol,8314.0,16174.0,1546.0,26034.0
Daewoo,Lanos,13.245,5.0,66.67,1506.5,petrol,12942.0,11027.0,1526.0,25495.0
Volvo,V50,36.524,5.0,113.35,2106.5,petrol,17272.0,6560.0,1503.0,25335.0
Alfa-Romeo,147,25.343,5.0,95.1,1802.77,petrol,14993.0,8499.0,1328.0,24820.0
Renault,Modus,17.823,5.0,70.33,1298.67,petrol,11702.0,11838.0,1251.0,24791.0
BMW,X3,76.592,8.0,184.0,2396.4,petrol,13693.0,9740.0,1307.0,24740.0
Kia,Sportage,43.97,7.0,115.3,1634.2,diesel,14939.0,8164.0,823.0,23926.0
Mercedes,Sprinter,43.068,6.0,104.2,2222.71,diesel,19985.0,2251.0,1582.0,23818.0
Hyundai,Santa,44.142,7.0,144.64,2242.64,diesel,16079.0,6909.0,808.0,23796.0
Toyota,Previa,43.08,5.0,105.0,2239.67,petrol,15840.0,6227.0,1674.0,23741.0
Toyota,Prius,33.798,0.0,96.0,1797.4,petrol,14927.0,6204.0,2537.0,23668.0
Chevrolet,Matiz,9.492,5.0,40.82,850.27,petrol,8540.0,13613.0,1160.0,23313.0
Seat,Alhambra,49.823,6.0,115.83,1746.94,petrol,15723.0,6275.0,1275.0,23273.0
Suzuki,Ignis,19.451,4.0,61.0,1197.0,petrol,10500.0,10953.0,1716.0,23169.0
MG,TF,32.09,4.0,98.2,1754.4,petrol,10948.0,10731.0,1292.0,22971.0
Saab,900,37.009,5.0,114.68,2208.09,petrol,15968.0,5472.0,1432.0,22872.0
Jaguar,XK,145.647,6.0,283.0,5000.0,petrol,18681.0,3073.0,1018.0,22772.0
Volvo,850,36.384,4.0,125.71,2294.76,petrol,17664.0,3928.0,1118.0,22710.0
BMW,Z4,64.11,7.0,202.12,2778.0,petrol,14317.0,6906.0,1416.0,22639.0
Kia,Sorento,36.013,6.0,151.67,2048.67,petrol,16395.0,5642.0,590.0,22627.0
Toyota,Starlet,11.389,4.0,53.0,1308.29,petrol,8824.0,12092.0,1219.0,22135.0
BMW,740i,115.533,8.0,250.0,2998.0,petrol,18962.0,1955.0,1130.0,22047.0
Ford,S-MAX,47.523,6.0,128.89,1886.56,diesel,13742.0,7360.0,806.0,21908.0
Mazda,626,20.72,5.0,81.38,1950.91,petrol,15721.0,4691.0,1025.0,21437.0
Volvo,S80,50.94,6.0,138.28,1986.77,diesel,17287.0,2580.0,1153.0,21020.0
Nissan,Terrano,37.017,5.0,97.58,2697.37,diesel,14650.0,5055.0,821.0,20526.0
Peugeot,405,20.43,5.0,69.88,1773.0,petrol,16009.0,3657.0,759.0,20425.0
Chrysler,PT,29.885,5.0,109.11,2238.63,petrol,11350.0,7898.0,1069.0,20317.0
Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,13205.0,5339.0,1337.0,19881.0
Renault,Kangoo,18.768,5.0,67.02,1391.02,diesel,11615.0,6812.0,1124.0,19551.0
Volvo,940,30.237,4.0,110.0,2316.0,petrol,14903.0,3416.0,962.0,19281.0
Rover,Mini,7.92,4.0,33.33,868.33,petrol,10144.0,8164.0,819.0,19127.0
Subaru,Legacy,37.522,4.0,107.38,2084.38,petrol,13808.0,4106.0,1127.0,19041.0
Seat,Altea,27.13,6.0,96.05,1774.78,diesel,11392.0,7033.0,607.0,19032.0
BMW,Z3,39.737,5.0,115.0,2234.4,petrol,10504.0,7216.0,1223.0,18943.0
Smart,Fortwo,19.968,3.0,55.38,592.56,automatic,9199.0,8794.0,862.0,18855.0
Mercedes,B,41.39,7.0,105.71,1545.43,diesel,9923.0,7915.0,956.0,18794.0
Kia,Carens,31.195,6.0,105.88,1755.75,petrol,12651.0,5480.0,572.0,18703.0
Kia,Ceed,26.975,6.0,88.09,1460.8,petrol,12409.0,5835.0,402.0,18646.0
BMW,M3,135.106,6.0,309.0,3999.0,petrol,15809.0,1712.0,660.0,18181.0
Citroen,AX,10.833,5.0,45.0,1242.0,petrol,9062.0,7915.0,842.0,17819.0
